Torneo|Tipo|Superficie|Round|Número sets|Jugador1|Jugador2|Ganador|Marcadores
International Championships|ATP250|Hard|1st Round|3|Levine J.|Isner J.|Isner J.|6-7 7-5 4-6  
International Championships|ATP250|Hard|2nd Round|3|Roger-Vasselin E.|Karlovic I.|Roger-Vasselin E.|6-4 7-5   
International Championships|ATP250|Hard|2nd Round|3|Malisse X.|Munoz-De La Nava D.|Munoz-De La Nava D.|6-7 6-3 3-6  
International Championships|ATP250|Hard|2nd Round|3|Berankis R.|Sock J.|Berankis R.|3-6 6-4 6-1  
International Championships|ATP250|Hard|2nd Round|3|Istomin D.|Haas T.|Haas T.|4-6 1-6   
International Championships|ATP250|Hard|2nd Round|3|Dodig I.|Donskoy E.|Dodig I.|6-3 7-5   
International Championships|ATP250|Hard|2nd Round|3|Querrey S.|Gulbis E.|Gulbis E.|4-6 6-4 6-7  
International Championships|ATP250|Hard|2nd Round|3|Anderson K.|Lu Y.H.|Anderson K.|6-4 3-6 6-3  
International Championships|ATP250|Hard|2nd Round|3|Soeda G.|Isner J.|Isner J.|6-7 2-6   
International Championships|ATP250|Hard|Quarterfinals|3|Gulbis E.|Munoz-De La Nava D.|Gulbis E.|6-1 6-4   
International Championships|ATP250|Hard|Quarterfinals|3|Dodig I.|Haas T.|Haas T.|6-7 6-2 1-6  
International Championships|ATP250|Hard|Quarterfinals|3|Roger-Vasselin E.|Berankis R.|Roger-Vasselin E.|6-4 6-3   
International Championships|ATP250|Hard|Quarterfinals|3|Anderson K.|Isner J.|Isner J.|2-6 6-7   
International Championships|ATP250|Hard|Semifinals|3|Gulbis E.|Haas T.|Gulbis E.|6-3 4-6 7-6  
International Championships|ATP250|Hard|Semifinals|3|Isner J.|Roger-Vasselin E.|Roger-Vasselin E.|4-6 6-4 4-6  
International Championships|ATP250|Hard|The Final|3|Gulbis E.|Roger-Vasselin E.|Gulbis E.|7-6 6-3   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Goffin D.|Bautista R.|Bautista R.|2-6 5-7   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Seppi A.|Mathieu P.H.|Seppi A.|6-3 7-5   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Serra F.|Brands D.|Brands D.|6-7 4-6   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Rosol L.|Viola M.|Rosol L.|6-3 7-5   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Kavcic B.|Youzhny M.|Youzhny M.|6-1 1-6 3-6  
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Federer R.|Jaziri M.|Federer R.|5-7 6-0 6-2  
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Kunitsyn I.|Devvarman S.|Devvarman S.|1-6 4-6   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Kamke T.|Kukushkin M.|Kamke T.|4-6 6-4 6-4  
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Tipsarevic J.|Davydenko N.|Davydenko N.|0-6 5-7   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Hanescu V.|Tomic B.|Hanescu V.|3-2    
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Montanes A.|Granollers M.|Granollers M.|3-6 1-6   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Del Potro J.M.|Baghdatis M.|Del Potro J.M.|4-6 6-4 7-6  
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Hajek J.|Tursunov D.|Tursunov D.|6-4 1-6 2-6  
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Berdych T.|Ram R.|Berdych T.|6-1 6-3   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Troicki V.|Djokovic N.|Djokovic N.|1-6 4-6   
Dubai Tennis Championships|ATP500|Hard|1st Round|3|Llodra M.|Tsonga J.W.|Llodra M.|7-6 6-2   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Youzhny M.|Brands D.|Brands D.|4-6 4-6   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Davydenko N.|Hanescu V.|Davydenko N.|6-4 7-6   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Kamke T.|Berdych T.|Berdych T.|5-7 1-6   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Seppi A.|Rosol L.|Seppi A.|6-4 7-6   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Devvarman S.|Del Potro J.M.|Del Potro J.M.|4-6 4-6   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Tursunov D.|Llodra M.|Tursunov D.|7-6 2-6 6-3  
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Granollers M.|Federer R.|Federer R.|3-6 4-6   
Dubai Tennis Championships|ATP500|Hard|2nd Round|3|Djokovic N.|Bautista R.|Djokovic N.|6-1 7-6   
Dubai Tennis Championships|ATP500|Hard|Quarterfinals|3|Brands D.|Del Potro J.M.|Del Potro J.M.|4-6 2-6   
Dubai Tennis Championships|ATP500|Hard|Quarterfinals|3|Berdych T.|Tursunov D.|Berdych T.|6-3 6-2   
Dubai Tennis Championships|ATP500|Hard|Quarterfinals|3|Seppi A.|Djokovic N.|Djokovic N.|0-6 3-6   
Dubai Tennis Championships|ATP500|Hard|Quarterfinals|3|Federer R.|Davydenko N.|Federer R.|6-2 6-2   
Dubai Tennis Championships|ATP500|Hard|Semifinals|3|Del Potro J.M.|Djokovic N.|Djokovic N.|3-6 6-7   
Dubai Tennis Championships|ATP500|Hard|Semifinals|3|Berdych T.|Federer R.|Berdych T.|3-6 7-6 6-4  
Dubai Tennis Championships|ATP500|Hard|The Final|3|Berdych T.|Djokovic N.|Djokovic N.|5-7 3-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Paire B.|Kubot L.|Paire B.|5-7 7-5 6-2  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Troicki V.|Goffin D.|Goffin D.|6-4 3-6 4-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Tomic B.|Bellucci T.|Tomic B.|6-4 6-3   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Muller G.|Lorenzi P.|Lorenzi P.|5-7 4-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Nieminen J.|Sijsling I.|Nieminen J.|4-6 6-3 6-3  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Malisse X.|Mayer L.|Mayer L.|2-6 6-3 4-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Nalbandian D.|Granollers M.|Nalbandian D.|6-4 6-2   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Hanescu V.|Anderson K.|Anderson K.|6-7 3-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Zverev M.|Melzer J.|Zverev M.|3-6 6-3 7-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Baghdatis M.|Brands D.|Brands D.|0-6 6-7   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Odesnik W.|Bautista R.|Odesnik W.|7-5 7-5   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Pospisil V.|Istomin D.|Istomin D.|6-7 3-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Hewitt L.|Rosol L.|Hewitt L.|6-4 3-6 6-1  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Pella G.|Dodig I.|Dodig I.|1-6 2-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Gulbis E.|Lopez F.|Gulbis E.|6-3 6-2   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Soeda G.|Harrison R.|Harrison R.|0-6 6-4 3-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Andujar P.|Johnson S.|Andujar P.|2-6 6-1 6-4  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Kuznetsov An.|Ebden M.|Ebden M.|3-6 6-4 4-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Matosevic M.|Robredo T.|Matosevic M.|7-5 6-2   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Tursunov D.|Petzschner P.|Petzschner P.|4-6 4-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Ramos A.|Zeballos H.|Ramos A.|6-3 6-3   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Giraldo S.|Berlocq C.|Berlocq C.|0-6 6-2 5-7  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Donskoy E.|Ito T.|Donskoy E.|6-2 6-1   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Sock J.|Karlovic I.|Karlovic I.|6-3 6-7 2-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Davydenko N.|Mathieu P.H.|Davydenko N.|7-6 6-2   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Falla A.|Phau B.|Phau B.|6-7 2-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Blake J.|Haase R.|Blake J.|6-3 6-4   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Bedene A.|Fognini F.|Fognini F.|4-6 3-6   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Reynolds B.|Becker B.|Reynolds B.|6-3 3-6 6-4  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Smyczek T.|Lu Y.H.|Lu Y.H.|6-2 2-6 2-6  
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Gimeno-Traver D.|Lacko L.|Gimeno-Traver D.|6-1 6-4   
BNP Paribas Open|Masters 1000|Hard|1st Round|3|Munoz-De La Nava D.|Llodra M.|Llodra M.|5-7 3-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Paire B.|Kohlschreiber P.|Paire B.|6-4 6-2   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Verdasco F.|Nieminen J.|Nieminen J.|1-6 0-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Anderson K.|Ferrer D.|Anderson K.|3-6 6-4 6-3  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Odesnik W.|Wawrinka S.|Wawrinka S.|6-3 2-6 1-6  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Mayer L.|Youzhny M.|Mayer L.|6-2 6-3   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Isner J.|Hewitt L.|Hewitt L.|7-6 3-6 4-6  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Janowicz J.|Nalbandian D.|Janowicz J.|7-6 4-6 6-3  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Lorenzi P.|Simon G.|Simon G.|3-6 6-3 5-7  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Federer R.|Istomin D.|Federer R.|6-2 6-3   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Benneteau J.|Dodig I.|Dodig I.|4-6 2-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Seppi A.|Brands D.|Seppi A.|7-5 6-4   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Tomic B.|Gasquet R.|Gasquet R.|6-7 2-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Mayer F.|Goffin D.|Mayer F.|6-4 6-2   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Harrison R.|Nadal R.|Nadal R.|6-7 2-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Gulbis E.|Tipsarevic J.|Gulbis E.|6-2 6-0   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Zverev M.|Berdych T.|Berdych T.|2-6 4-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Raonic M.|Llodra M.|Raonic M.|    
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Chardy J.|Phau B.|Phau B.|2-6 6-2 4-6  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Fish M.|Reynolds B.|Fish M.|6-3 3-6 6-4  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Monaco J.|Matosevic M.|Matosevic M.|5-7 0-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Cilic M.|Ramos A.|Cilic M.|7-6 6-2   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Klizan M.|Lu Y.H.|Lu Y.H.|6-7 6-7   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Berlocq C.|Dolgopolov O.|Berlocq C.|6-3 6-7 6-3  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Donskoy E.|Murray A.|Murray A.|7-5 2-6 2-6  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Del Potro J.M.|Davydenko N.|Del Potro J.M.|6-3 6-4   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Gimeno-Traver D.|Almagro N.|Almagro N.|5-7 1-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Haas T.|Andujar P.|Haas T.|6-3 7-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Petzschner P.|Nishikori K.|Nishikori K.|3-6 2-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Djokovic N.|Fognini F.|Djokovic N.|6-0 5-7 6-2  
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Ebden M.|Dimitrov G.|Dimitrov G.|4-6 4-6   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Querrey S.|Karlovic I.|Querrey S.|6-3 6-4   
BNP Paribas Open|Masters 1000|Hard|2nd Round|3|Blake J.|Tsonga J.W.|Tsonga J.W.|6-7 4-6   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Anderson K.|Nieminen J.|Anderson K.|6-3 6-1   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Seppi A.|Gulbis E.|Gulbis E.|7-5 3-6 4-6  
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Nadal R.|Mayer L.|Nadal R.|    
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Mayer F.|Berdych T.|Berdych T.|4-6 1-6   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Gasquet R.|Janowicz J.|Gasquet R.|6-1 6-4   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Dodig I.|Federer R.|Federer R.|3-6 1-6   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Simon G.|Paire B.|Simon G.|3-6 7-6 6-4  
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Hewitt L.|Wawrinka S.|Wawrinka S.|4-6 5-7   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Raonic M.|Cilic M.|Raonic M.|3-6 6-4 6-3  
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Fish M.|Tsonga J.W.|Tsonga J.W.|6-7 6-7   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Querrey S.|Matosevic M.|Querrey S.|7-6 6-7 7-5  
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Almagro N.|Haas T.|Haas T.|3-6 7-6 6-7  
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Djokovic N.|Dimitrov G.|Djokovic N.|7-6 6-1   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Nishikori K.|Berlocq C.|Berlocq C.|2-6 2-6   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Del Potro J.M.|Phau B.|Del Potro J.M.|6-2 7-5   
BNP Paribas Open|Masters 1000|Hard|3rd Round|3|Lu Y.H.|Murray A.|Murray A.|3-6 2-6   
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Anderson K.|Simon G.|Anderson K.|6-3 1-6 6-4  
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Raonic M.|Tsonga J.W.|Tsonga J.W.|6-4 5-7 4-6  
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Berdych T.|Gasquet R.|Berdych T.|6-1 7-5   
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Wawrinka S.|Federer R.|Federer R.|3-6 7-6 5-7  
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Murray A.|Berlocq C.|Murray A.|7-6 6-4   
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Gulbis E.|Nadal R.|Nadal R.|6-4 4-6 5-7  
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Del Potro J.M.|Haas T.|Del Potro J.M.|6-1 6-2   
BNP Paribas Open|Masters 1000|Hard|4th Round|3|Querrey S.|Djokovic N.|Djokovic N.|0-6 6-7   
BNP Paribas Open|Masters 1000|Hard|Quarterfinals|3|Berdych T.|Anderson K.|Berdych T.|6-4 6-4   
BNP Paribas Open|Masters 1000|Hard|Quarterfinals|3|Federer R.|Nadal R.|Nadal R.|4-6 2-6   
BNP Paribas Open|Masters 1000|Hard|Quarterfinals|3|Djokovic N.|Tsonga J.W.|Djokovic N.|6-3 6-1   
BNP Paribas Open|Masters 1000|Hard|Quarterfinals|3|Murray A.|Del Potro J.M.|Del Potro J.M.|7-6 3-6 1-6  
BNP Paribas Open|Masters 1000|Hard|Semifinals|3|Nadal R.|Berdych T.|Nadal R.|6-4 7-5   
BNP Paribas Open|Masters 1000|Hard|Semifinals|3|Djokovic N.|Del Potro J.M.|Del Potro J.M.|6-4 4-6 4-6  
BNP Paribas Open|Masters 1000|Hard|The Final|3|Nadal R.|Del Potro J.M.|Nadal R.|4-6 6-3 6-4  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Kuznetsov An.|Hanescu V.|Hanescu V.|6-4 3-6 1-4  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Rosol L.|Muller G.|Rosol L.|7-5 6-4   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Donskoy E.|Devvarman S.|Devvarman S.|6-4 6-7 2-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Kamke T.|Kavcic B.|Kamke T.|7-6 6-3   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Ram R.|Malisse X.|Malisse X.|4-6 7-6 4-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Llodra M.|Paire B.|Llodra M.|7-6 6-2   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Berankis R.|Melzer J.|Melzer J.|6-3 3-6 6-7  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Hewitt L.|Sousa J.|Hewitt L.|6-1 7-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Hajek J.|Ramos A.|Ramos A.|3-6 1-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Zemlja G.|Bautista R.|Zemlja G.|3-6    
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Mayer L.|Sijsling I.|Sijsling I.|2-3    
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Zeballos H.|De Bakker T.|Zeballos H.|6-1 3-6 6-3  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Matosevic M.|Sela D.|Sela D.|2-6 6-1 4-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Davydenko N.|Lorenzi P.|Davydenko N.|6-0 2-6 6-0  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Harrison R.|Blake J.|Blake J.|2-6 2-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Tursunov D.|Smyczek T.|Tursunov D.|7-6 7-5   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Copil M.|Rufin G.|Rufin G.|4-6 6-4 1-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Gimeno-Traver D.|Istomin D.|Gimeno-Traver D.|6-2 6-4   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Ginepri R.|Lu Y.H.|Lu Y.H.|5-7 1-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Rochus O.|Ito T.|Rochus O.|4-6 6-4 3-1  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Soeda G.|Falla A.|Falla A.|5-7 1-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Tomic B.|Gicquel M.|Tomic B.|7-5 7-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Williams R.|Giraldo S.|Giraldo S.|2-6 4-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Goffin D.|Haase R.|Goffin D.|7-6 3-6 6-1  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Dancevic F.|Kubot L.|Kubot L.|6-4 4-6 3-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Troicki V.|Andujar P.|Troicki V.|6-2 6-3   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Lacko L.|Dodig I.|Dodig I.|6-4 0-6 4-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Nieminen J.|Nalbandian D.|Nieminen J.|2-6 6-4 6-3  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Berlocq C.|Pella G.|Pella G.|1-2    
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Bolelli S.|Levine J.|Bolelli S.|4-6 6-3 7-6  
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Becker B.|Bedene A.|Bedene A.|4-6 3-6   
Sony Ericsson Open|Masters 1000|Hard|1st Round|3|Bellucci T.|Brands D.|Bellucci T.|2-6 6-4 6-2  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Chardy J.|Malisse X.|Malisse X.|3-6 2-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Nishikori K.|Hanescu V.|Nishikori K.|6-3 6-3   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Sijsling I.|Haas T.|Haas T.|0-6 7-5 3-6  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Melzer J.|Granollers M.|Melzer J.|6-3 6-4   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Mayer F.|Zemlja G.|Zemlja G.|3-6 6-7   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Ramos A.|Monaco J.|Ramos A.|6-2 4-6 6-3  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Tursunov D.|Ferrer D.|Ferrer D.|    
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Tipsarevic J.|Sela D.|Tipsarevic J.|6-2 6-4   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Benneteau J.|Blake J.|Blake J.|2-6 3-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Fognini F.|Llodra M.|Fognini F.|6-4 6-1   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Davydenko N.|Dolgopolov O.|Dolgopolov O.|2-6 3-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Kamke T.|Del Potro J.M.|Kamke T.|7-6 6-1   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Hewitt L.|Simon G.|Simon G.|3-6 3-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Anderson K.|Zeballos H.|Anderson K.|6-3 7-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Rosol L.|Djokovic N.|Djokovic N.|1-6 0-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Devvarman S.|Roger-Vasselin E.|Devvarman S.|4-6 6-4 7-5  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Kubot L.|Querrey S.|Querrey S.|6-4 3-6 3-6  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Goffin D.|Kohlschreiber P.|Goffin D.|7-6 4-6 6-2  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Bedene A.|Seppi A.|Seppi A.|5-7 7-5 5-7  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Gasquet R.|Rochus O.|Gasquet R.|7-5 6-2   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Troicki V.|Tsonga J.W.|Tsonga J.W.|6-7 3-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Bellucci T.|Janowicz J.|Bellucci T.|7-6 3-6 6-3  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Klizan M.|Nieminen J.|Nieminen J.|2-6 2-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Murray A.|Tomic B.|Murray A.|6-3 6-1   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Bolelli S.|Dimitrov G.|Dimitrov G.|4-6 1-1   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Youzhny M.|Lu Y.H.|Youzhny M.|6-3 1-6 6-0  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Dodig I.|Isner J.|Isner J.|6-4 5-7 6-7  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Almagro N.|Pella G.|Almagro N.|6-0 6-3   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Giraldo S.|Cilic M.|Cilic M.|2-6 6-7   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Berdych T.|Gimeno-Traver D.|Berdych T.|5-7 7-6 6-2  
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Rufin G.|Raonic M.|Raonic M.|2-6 4-6   
Sony Ericsson Open|Masters 1000|Hard|2nd Round|3|Falla A.|Verdasco F.|Falla A.|6-3 7-6   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Fognini F.|Ferrer D.|Ferrer D.|1-6 5-7   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Nishikori K.|Malisse X.|Nishikori K.|6-2 7-5   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Dolgopolov O.|Haas T.|Haas T.|3-6 2-6   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Tipsarevic J.|Anderson K.|Tipsarevic J.|4-6 7-6 6-0  
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Zemlja G.|Simon G.|Simon G.|4-6 4-6   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Djokovic N.|Devvarman S.|Djokovic N.|6-2 6-4   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Kamke T.|Melzer J.|Melzer J.|7-6 3-6 4-6  
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Ramos A.|Blake J.|Ramos A.|6-4 2-6 7-5  
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Youzhny M.|Gasquet R.|Gasquet R.|3-6 4-6   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Almagro N.|Goffin D.|Almagro N.|6-3 6-4   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Bellucci T.|Seppi A.|Seppi A.|5-7 6-4 2-6  
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Murray A.|Dimitrov G.|Murray A.|7-6 6-3   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Falla A.|Berdych T.|Berdych T.|6-2 6-7 4-6  
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Tsonga J.W.|Nieminen J.|Tsonga J.W.|6-3 6-3   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Isner J.|Cilic M.|Cilic M.|3-6 6-7   
Sony Ericsson Open|Masters 1000|Hard|3rd Round|3|Querrey S.|Raonic M.|Querrey S.|    
Sony Ericsson Open|Masters 1000|Hard|4th Round|3|Nishikori K.|Ferrer D.|Ferrer D.|4-6 2-6   
Sony Ericsson Open|Masters 1000|Hard|4th Round|3|Melzer J.|Ramos A.|Melzer J.|2-6 6-3 6-3  
Sony Ericsson Open|Masters 1000|Hard|4th Round|3|Almagro N.|Gasquet R.|Gasquet R.|7-6 5-7 6-7  
Sony Ericsson Open|Masters 1000|Hard|4th Round|3|Murray A.|Seppi A.|Murray A.|6-2 6-4   
Sony Ericsson Open|Masters 1000|Hard|4th Round|3|Querrey S.|Berdych T.|Berdych T.|1-6 1-6   
