Torneo|Tipo|Superficie|Round|Número sets|Jugador1|Jugador2|Ganador|Marcadores
Portugal Open|ATP250|Clay|1st Round|3|Muller G.|Roger-Vasselin E.|Roger-Vasselin E.|1-6    
Portugal Open|ATP250|Clay|1st Round|3|Carreno-Busta P.|Benneteau J.|Carreno-Busta P.|6-3 6-4   
Portugal Open|ATP250|Clay|1st Round|3|Kuznetsov An.|Falla A.|Falla A.|5-7 4-6   
Portugal Open|ATP250|Clay|1st Round|3|Ramos A.|Berlocq C.|Ramos A.|7-6 2-6 6-3  
Portugal Open|ATP250|Clay|1st Round|3|Machado R.|Hanescu V.|Hanescu V.|4-6 4-6   
Portugal Open|ATP250|Clay|1st Round|3|Lorenzi P.|Desein N.|Lorenzi P.|6-3 4-6 6-2  
Portugal Open|ATP250|Clay|1st Round|3|Andujar P.|Haase R.|Haase R.|6-4 2-6 3-6  
Portugal Open|ATP250|Clay|1st Round|3|Robredo T.|Gimeno-Traver D.|Robredo T.|2-6 7-5 6-3  
Portugal Open|ATP250|Clay|1st Round|3|Zeballos H.|Elias G.|Elias G.|3-6 4-6   
Portugal Open|ATP250|Clay|2nd Round|3|Hanescu V.|Paire B.|Hanescu V.|7-6 6-4   
Portugal Open|ATP250|Clay|2nd Round|3|Roger-Vasselin E.|Ferrer D.|Ferrer D.|4-6 6-4 3-6  
Portugal Open|ATP250|Clay|2nd Round|3|Fognini F.|Lorenzi P.|Fognini F.|7-6 5-7 6-4  
Portugal Open|ATP250|Clay|2nd Round|3|Goffin D.|Carreno-Busta P.|Carreno-Busta P.|6-1 2-6 2-6  
Portugal Open|ATP250|Clay|2nd Round|3|Elias G.|Istomin D.|Elias G.|3-6 6-1 6-4  
Portugal Open|ATP250|Clay|2nd Round|3|Ramos A.|Wawrinka S.|Wawrinka S.|6-1 3-6 4-6  
Portugal Open|ATP250|Clay|2nd Round|3|Robredo T.|Haase R.|Robredo T.|6-4 6-4   
Portugal Open|ATP250|Clay|2nd Round|3|Falla A.|Seppi A.|Seppi A.|4-6 0-6   
Portugal Open|ATP250|Clay|Quarterfinals|3|Wawrinka S.|Elias G.|Wawrinka S.|6-4 6-4   
Portugal Open|ATP250|Clay|Quarterfinals|3|Fognini F.|Carreno-Busta P.|Carreno-Busta P.|6-3 4-6 4-6  
Portugal Open|ATP250|Clay|Quarterfinals|3|Ferrer D.|Hanescu V.|Ferrer D.|6-4 7-6   
Portugal Open|ATP250|Clay|Quarterfinals|3|Robredo T.|Seppi A.|Seppi A.|4-6 3-6   
Portugal Open|ATP250|Clay|Semifinals|3|Wawrinka S.|Carreno-Busta P.|Wawrinka S.|6-3 3-6 6-1  
Portugal Open|ATP250|Clay|Semifinals|3|Seppi A.|Ferrer D.|Ferrer D.|1-6 4-6   
Portugal Open|ATP250|Clay|The Final|3|Wawrinka S.|Ferrer D.|Wawrinka S.|6-1 6-4 2-0  
